,output_testInput,output_MR,MR_checker
41233,7,21,Violated
41234,-56,-168,Not-violated
41235,14,42,Not-violated
41236,-64,-192,Violated
41237,-3,-9,Violated
41238,-8,-24,Violated
41239,-7,-21,Violated
41240,2,6,Not-violated
41241,-29,-87,Not-violated
41242,7,21,Violated
41243,52,156,Violated
41244,-4,-12,Not-violated
41245,15,45,Not-violated
41246,-49,-147,Not-violated
41247,-15,-45,Not-violated
41248,-10,-30,Not-violated
41249,41,123,Not-violated
41250,10,30,Violated
41251,10,30,Not-violated
41252,39,117,Violated
41253,-12,-36,Violated
41254,-19,-57,Violated
41255,-8,-24,Violated
41256,0,0,Violated
41257,-58,-174,Violated
41258,-71,-213,Not-violated
41259,32,96,Not-violated
41260,-5,-15,Violated
41261,-52,-156,Violated
41262,-39,-117,Not-violated
41263,8,24,Violated
41264,5,15,Violated
41265,-2,-6,Not-violated
41266,-1,-3,Not-violated
41267,-11,-33,Violated
41268,-23,-69,Not-violated
41269,-45,-135,Violated
41270,-3,-9,Violated
41271,-4,-12,Violated
41272,19,57,Not-violated
41273,11,33,Not-violated
41274,-39,-117,Violated
41275,-60,-180,Violated
41276,10,30,Not-violated
41277,-77,-231,Violated
41278,-40,-120,Violated
41279,73,219,Violated
41280,2,6,Not-violated
41281,3,9,Violated
41282,3,9,Violated
41283,-18,-54,Not-violated
41284,-1,-3,Not-violated
41285,-31,-93,Not-violated
41286,-61,-183,Not-violated
41287,-10,-30,Violated
41288,-18,-54,Violated
41289,16,48,Violated
41290,22,66,Not-violated
41291,53,159,Not-violated
41292,45,135,Not-violated
41293,-40,-120,Violated
41294,-26,-78,Violated
41295,5,15,Violated
41296,-56,-168,Not-violated
41297,-50,-150,Not-violated
41298,110,330,Not-violated
41299,-30,-90,Not-violated
41300,-37,-111,Violated
41301,31,93,Not-violated
41302,-37,-111,Violated
41303,75,225,Violated
41304,53,159,Not-violated
41305,-6,-18,Not-violated
41306,-21,-63,Violated
41307,12,36,Not-violated
41308,-7,-21,Not-violated
41309,-5,-15,Violated
41310,-25,-75,Not-violated
41311,45,135,Not-violated
41312,-16,-48,Not-violated
41313,31,93,Not-violated
41314,17,51,Not-violated
41315,15,45,Violated
41316,-32,-96,Violated
41317,8,24,Violated
41318,-35,-105,Violated
41319,27,81,Not-violated
41320,53,159,Not-violated
41321,-29,-87,Not-violated
41322,82,246,Not-violated
41323,-54,-162,Not-violated
41324,-46,-138,Violated
41325,-41,-123,Violated
41326,-26,-78,Not-violated
41327,-41,-123,Violated
41328,-73,-219,Violated
41329,6,18,Violated
41330,-1,-3,Not-violated
41331,-25,-75,Not-violated
41332,-45,-135,Violated
41333,5,15,Not-violated
41334,1,3,Not-violated
41335,9,27,Not-violated
41336,-15,-45,Not-violated
41337,40,120,Not-violated
41338,-30,-90,Violated
41339,60,180,Not-violated
41340,-3,-9,Not-violated
41341,21,63,Violated
41342,2,6,Violated
41343,59,177,Not-violated
41344,7,21,Violated
41345,-60,-180,Violated
41346,-3,-9,Violated
41347,-32,-96,Violated
41348,18,54,Not-violated
41349,3,9,Violated
41350,-34,-102,Violated
41351,-29,-87,Not-violated
41352,-23,-69,Not-violated
41353,-4,-12,Not-violated
41354,87,261,Violated
41355,10,30,Violated
41356,-20,-60,Not-violated
41357,-7,-21,Violated
41358,-9,-27,Violated
41359,34,102,Violated
41360,53,159,Not-violated
41361,-26,-78,Not-violated
41362,8,24,Violated
41363,4,12,Not-violated
41364,-5,-15,Violated
41365,-17,-51,Violated
41366,-40,-120,Violated
41367,33,99,Violated
41368,-21,-63,Not-violated
41369,9,27,Not-violated
41370,38,114,Violated
41371,6,18,Not-violated
41372,-6,-18,Not-violated
41373,15,45,Not-violated
41374,30,90,Not-violated
41375,18,54,Violated
41376,-12,-36,Violated
41377,7,21,Violated
41378,-11,-33,Not-violated
41379,36,108,Not-violated
41380,-44,-132,Not-violated
41381,-45,-135,Violated
41382,14,42,Not-violated
41383,46,138,Violated
41384,-32,-96,Violated
41385,-10,-30,Violated
41386,-43,-129,Violated
41387,38,114,Not-violated
41388,-54,-162,Not-violated
41389,-41,-123,Not-violated
41390,-21,-63,Violated
41391,5,15,Not-violated
41392,33,99,Not-violated
41393,-37,-111,Not-violated
41394,12,36,Violated
41395,-7,-21,Not-violated
41396,-52,-156,Violated
41397,-8,-24,Violated
41398,-16,-48,Violated
41399,2,6,Not-violated
41400,8,24,Violated
41401,-62,-186,Violated
41402,27,81,Not-violated
41403,-68,-204,Violated
41404,7,21,Violated
41405,-29,-87,Not-violated
41406,19,57,Not-violated
41407,-30,-90,Violated
41408,-65,-195,Violated
41409,-66,-198,Violated
41410,14,42,Not-violated
41411,46,138,Not-violated
41412,38,114,Violated
41413,-40,-120,Violated
41414,0,0,Violated
41415,13,39,Not-violated
41416,33,99,Not-violated
41417,-43,-129,Violated
41418,-104,-312,Violated
41419,9,27,Not-violated
41420,-3,-9,Violated
41421,10,30,Violated
41422,-34,-102,Violated
41423,-28,-84,Violated
41424,6,18,Violated
41425,-28,-84,Violated
41426,16,48,Violated
41427,-5,-15,Not-violated
41428,-51,-153,Violated
41429,-16,-48,Violated
41430,41,123,Violated
41431,-18,-54,Not-violated
41432,-10,-30,Not-violated
41433,1,3,Violated
41434,4,12,Violated
41435,3,9,Not-violated
41436,-53,-159,Violated
41437,43,129,Not-violated
41438,18,54,Not-violated
41439,-31,-93,Violated
41440,-26,-78,Not-violated
41441,-5,-15,Violated
41442,-36,-108,Violated
41443,-44,-132,Violated
41444,12,36,Not-violated
41445,29,87,Not-violated
41446,-19,-57,Violated
41447,-51,-153,Violated
41448,56,168,Not-violated
41449,64,192,Violated
41450,47,141,Not-violated
41451,18,54,Not-violated
41452,-28,-84,Violated
41453,-7,-21,Not-violated
41454,-25,-75,Violated
41455,0,0,Not-violated
41456,39,117,Not-violated
41457,56,168,Not-violated
41458,-8,-24,Not-violated
41459,103,309,Not-violated
41460,-60,-180,Violated
41461,5,15,Not-violated
41462,10,30,Not-violated
41463,-55,-165,Not-violated
41464,-31,-93,Not-violated
41465,-55,-165,Violated
41466,47,141,Violated
41467,-2,-6,Not-violated
41468,-12,-36,Not-violated
41469,-13,-39,Not-violated
41470,-23,-69,Violated
41471,-28,-84,Violated
41472,3,9,Not-violated
41473,-33,-99,Violated
41474,-48,-144,Violated
41475,57,171,Violated
41476,-20,-60,Violated
41477,41,123,Not-violated
41478,-29,-87,Violated
41479,-17,-51,Not-violated
41480,-15,-45,Violated
41481,62,186,Not-violated
41482,-8,-24,Not-violated
41483,-1,-3,Violated
41484,-20,-60,Violated
41485,-2,-6,Violated
41486,-60,-180,Violated
41487,-48,-144,Violated
41488,17,51,Not-violated
41489,-70,-210,Not-violated
41490,-61,-183,Violated
41491,-17,-51,Not-violated
41492,5,15,Violated
41493,-59,-177,Violated
41494,31,93,Violated
41495,41,123,Not-violated
41496,-31,-93,Not-violated
41497,8,24,Violated
41498,-61,-183,Violated
41499,-76,-228,Violated
41500,-30,-90,Violated
41501,50,150,Not-violated
41502,-15,-45,Not-violated
41503,17,51,Not-violated
41504,38,114,Not-violated
41505,18,54,Not-violated
41506,31,93,Not-violated
41507,21,63,Not-violated
41508,24,72,Not-violated
41509,-9,-27,Violated
41510,-6,-18,Not-violated
41511,-69,-207,Violated
41512,5,15,Not-violated
41513,-41,-123,Violated
41514,-17,-51,Not-violated
41515,-32,-96,Violated
41516,-14,-42,Not-violated
41517,-27,-81,Violated
41518,-9,-27,Not-violated
41519,15,45,Violated
41520,-37,-111,Violated
41521,-24,-72,Not-violated
41522,6,18,Not-violated
41523,-16,-48,Violated
41524,50,150,Not-violated
41525,-15,-45,Violated
41526,-12,-36,Not-violated
41527,-5,-15,Not-violated
41528,-7,-21,Not-violated
41529,-2,-6,Violated
41530,37,111,Not-violated
41531,-55,-165,Violated
41532,46,138,Not-violated
41533,-22,-66,Violated
41534,41,123,Not-violated
41535,-63,-189,Violated
41536,11,33,Not-violated
41537,9,27,Not-violated
41538,-34,-102,Violated
41539,-42,-126,Violated
41540,-39,-117,Not-violated
41541,-26,-78,Violated
41542,-9,-27,Violated
41543,26,78,Violated
41544,-36,-108,Violated
41545,33,99,Not-violated
41546,3,9,Violated
41547,46,138,Not-violated
41548,-52,-156,Violated
41549,12,36,Not-violated
41550,41,123,Not-violated
41551,-17,-51,Violated
41552,-19,-57,Violated
41553,-75,-225,Not-violated
41554,91,273,Not-violated
41555,-27,-81,Violated
41556,-8,-24,Not-violated
41557,-15,-45,Violated
41558,-43,-129,Violated
41559,32,96,Not-violated
41560,-62,-186,Violated
41561,-18,-54,Violated
41562,-33,-99,Violated
41563,-15,-45,Not-violated
41564,5,15,Not-violated
41565,-11,-33,Not-violated
41566,0,0,Violated
41567,-25,-75,Violated
41568,-54,-162,Violated
41569,-26,-78,Violated
41570,-9,-27,Not-violated
41571,-34,-102,Violated
41572,-26,-78,Violated
41573,-16,-48,Not-violated
41574,57,171,Not-violated
41575,5,15,Violated
41576,-10,-30,Violated
41577,-11,-33,Violated
41578,-7,-21,Violated
41579,-71,-213,Not-violated
41580,22,66,Violated
41581,15,45,Violated
41582,-70,-210,Violated
41583,-9,-27,Not-violated
41584,-7,-21,Violated
41585,-18,-54,Violated
41586,-23,-69,Violated
41587,3,9,Not-violated
41588,-13,-39,Not-violated
41589,40,120,Violated
41590,24,72,Not-violated
41591,-5,-15,Not-violated
41592,-90,-270,Not-violated
41593,-21,-63,Not-violated
41594,-51,-153,Violated
41595,25,75,Not-violated
41596,29,87,Violated
41597,-26,-78,Not-violated
41598,-42,-126,Violated
41599,-61,-183,Not-violated
41600,21,63,Violated
41601,-17,-51,Violated
41602,14,42,Violated
41603,-24,-72,Violated
41604,-35,-105,Violated
41605,19,57,Not-violated
41606,30,90,Violated
41607,-19,-57,Violated
41608,4,12,Not-violated
41609,10,30,Not-violated
41610,8,24,Not-violated
41611,-7,-21,Not-violated
41612,-23,-69,Violated
41613,15,45,Not-violated
41614,15,45,Not-violated
41615,35,105,Not-violated
41616,-33,-99,Violated
41617,40,120,Not-violated
41618,-50,-150,Violated
41619,-57,-171,Not-violated
41620,-67,-201,Not-violated
41621,-9,-27,Violated
41622,48,144,Not-violated
41623,20,60,Not-violated
41624,8,24,Not-violated
41625,9,27,Violated
41626,-21,-63,Violated
41627,-8,-24,Violated
41628,-20,-60,Violated
41629,11,33,Not-violated
41630,17,51,Not-violated
41631,-44,-132,Not-violated
41632,18,54,Not-violated
41633,20,60,Not-violated
41634,49,147,Not-violated
41635,-3,-9,Violated
41636,-37,-111,Not-violated
41637,-31,-93,Violated
41638,20,60,Violated
41639,-58,-174,Not-violated
41640,8,24,Violated
41641,16,48,Violated
41642,29,87,Not-violated
41643,-5,-15,Violated
41644,34,102,Not-violated
41645,-24,-72,Violated
41646,4,12,Violated
41647,-24,-72,Violated
41648,-24,-72,Not-violated
41649,-36,-108,Not-violated
41650,-14,-42,Not-violated
41651,-54,-162,Violated
41652,-2,-6,Violated
41653,12,36,Not-violated
41654,-40,-120,Violated
41655,-37,-111,Violated
41656,-52,-156,Not-violated
41657,-31,-93,Violated
41658,12,36,Not-violated
41659,-1,-3,Violated
41660,-73,-219,Violated
41661,-36,-108,Violated
41662,12,36,Violated
41663,5,15,Not-violated
41664,25,75,Not-violated
41665,-1,-3,Violated
41666,-10,-30,Violated
41667,-22,-66,Violated
41668,-56,-168,Violated
41669,-38,-114,Violated
41670,-20,-60,Violated
41671,31,93,Violated
41672,-17,-51,Violated
41673,29,87,Violated
41674,-14,-42,Not-violated
41675,-36,-108,Violated
41676,2,6,Violated
41677,-19,-57,Not-violated
41678,-106,-318,Violated
41679,8,24,Not-violated
41680,-54,-162,Violated
41681,-36,-108,Not-violated
41682,37,111,Not-violated
41683,-60,-180,Violated
41684,-35,-105,Violated
41685,23,69,Not-violated
41686,-34,-102,Violated
41687,55,165,Not-violated
41688,3,9,Violated
41689,32,96,Not-violated
41690,39,117,Not-violated
41691,-5,-15,Not-violated
41692,28,84,Not-violated
41693,-41,-123,Violated
41694,25,75,Not-violated
41695,2,6,Not-violated
41696,-32,-96,Violated
41697,-80,-240,Violated
41698,68,204,Not-violated
41699,0,0,Not-violated
41700,7,21,Violated
41701,54,162,Not-violated
41702,14,42,Not-violated
41703,-40,-120,Violated
41704,-5,-15,Not-violated
41705,0,0,Violated
41706,-18,-54,Not-violated
41707,-36,-108,Violated
41708,-43,-129,Violated
41709,2,6,Not-violated
41710,24,72,Not-violated
41711,-27,-81,Not-violated
41712,63,189,Not-violated
41713,42,126,Not-violated
41714,31,93,Violated
41715,4,12,Violated
41716,-57,-171,Not-violated
41717,1,3,Violated
41718,60,180,Violated
41719,-36,-108,Violated
41720,-31,-93,Violated
41721,-11,-33,Violated
41722,0,0,Violated
41723,26,78,Not-violated
41724,51,153,Not-violated
41725,31,93,Not-violated
41726,-21,-63,Violated
41727,-27,-81,Violated
41728,32,96,Violated
41729,-25,-75,Not-violated
41730,8,24,Not-violated
41731,30,90,Not-violated
41732,-16,-48,Violated
41733,-34,-102,Not-violated
41734,24,72,Violated
41735,-34,-102,Violated
41736,-40,-120,Violated
41737,37,111,Violated
41738,1,3,Not-violated
41739,34,102,Violated
41740,-4,-12,Not-violated
41741,12,36,Violated
41742,31,93,Violated
41743,13,39,Not-violated
41744,-8,-24,Not-violated
41745,-17,-51,Violated
41746,-28,-84,Not-violated
41747,-63,-189,Violated
41748,-12,-36,Not-violated
41749,-1,-3,Violated
41750,-10,-30,Violated
41751,-28,-84,Violated
41752,-18,-54,Not-violated
41753,-20,-60,Not-violated
41754,21,63,Not-violated
41755,-13,-39,Not-violated
41756,11,33,Violated
41757,-24,-72,Violated
41758,43,129,Not-violated
41759,-12,-36,Violated
41760,0,0,Not-violated
41761,14,42,Not-violated
41762,2,6,Violated
41763,-23,-69,Not-violated
41764,44,132,Not-violated
41765,-30,-90,Not-violated
41766,0,0,Not-violated
41767,-50,-150,Violated
41768,-60,-180,Not-violated
41769,41,123,Not-violated
41770,-56,-168,Not-violated
41771,1,3,Not-violated
41772,13,39,Not-violated
41773,-36,-108,Violated
41774,-2,-6,Violated
41775,40,120,Violated
41776,-95,-285,Violated
41777,-50,-150,Violated
41778,8,24,Violated
41779,12,36,Not-violated
41780,-42,-126,Violated
41781,-3,-9,Violated
41782,32,96,Not-violated
41783,-20,-60,Violated
41784,10,30,Not-violated
41785,-53,-159,Not-violated
41786,-22,-66,Not-violated
41787,6,18,Not-violated
41788,-20,-60,Not-violated
41789,10,30,Violated
41790,-5,-15,Violated
41791,28,84,Violated
41792,-13,-39,Violated
41793,-20,-60,Violated
41794,33,99,Not-violated
41795,24,72,Not-violated
41796,22,66,Not-violated
41797,-54,-162,Not-violated
41798,0,0,Not-violated
41799,71,213,Not-violated
41800,-42,-126,Violated
41801,-28,-84,Not-violated
41802,49,147,Not-violated
41803,-22,-66,Violated
41804,-16,-48,Violated
41805,36,108,Not-violated
41806,-1,-3,Not-violated
41807,-26,-78,Violated
41808,14,42,Violated
41809,-2,-6,Not-violated
41810,3,9,Not-violated
41811,66,198,Violated
41812,55,165,Not-violated
41813,75,225,Violated
41814,-5,-15,Violated
41815,13,39,Violated
41816,-3,-9,Not-violated
41817,24,72,Not-violated
41818,21,63,Not-violated
41819,16,48,Not-violated
41820,-33,-99,Violated
41821,-56,-168,Violated
41822,13,39,Not-violated
41823,-6,-18,Not-violated
41824,25,75,Violated
41825,0,0,Not-violated
41826,-29,-87,Not-violated
41827,-15,-45,Not-violated
41828,-100,-300,Violated
41829,28,84,Not-violated
41830,21,63,Violated
41831,-11,-33,Violated
41832,6,18,Not-violated
41833,-41,-123,Violated
41834,20,60,Not-violated
41835,-31,-93,Violated
41836,56,168,Not-violated
41837,44,132,Violated
41838,-38,-114,Violated
41839,34,102,Not-violated
41840,-38,-114,Violated
41841,29,87,Not-violated
41842,-6,-18,Violated
41843,49,147,Not-violated
41844,-13,-39,Not-violated
41845,6,18,Not-violated
41846,28,84,Not-violated
41847,1,3,Violated
41848,-44,-132,Not-violated
41849,35,105,Not-violated
41850,-5,-15,Violated
41851,6,18,Not-violated
41852,-1,-3,Not-violated
41853,-11,-33,Not-violated
41854,0,0,Violated
41855,-22,-66,Not-violated
41856,-15,-45,Violated
41857,-35,-105,Violated
41858,56,168,Violated
41859,-6,-18,Not-violated
41860,-34,-102,Violated
41861,28,84,Not-violated
41862,120,360,Not-violated
41863,-26,-78,Not-violated
41864,-9,-27,Violated
41865,-1,-3,Not-violated
41866,8,24,Not-violated
41867,-30,-90,Violated
41868,45,135,Violated
41869,16,48,Not-violated
41870,9,27,Not-violated
41871,-9,-27,Violated
41872,50,150,Not-violated
41873,-25,-75,Not-violated
41874,-33,-99,Violated
41875,-43,-129,Violated
41876,-28,-84,Not-violated
41877,52,156,Not-violated
41878,18,54,Violated
41879,19,57,Not-violated
41880,-48,-144,Violated
41881,-30,-90,Violated
41882,-25,-75,Violated
41883,-42,-126,Violated
41884,-6,-18,Not-violated
41885,6,18,Not-violated
41886,15,45,Not-violated
41887,6,18,Violated
41888,-49,-147,Not-violated
41889,18,54,Not-violated
41890,10,30,Violated
41891,67,201,Not-violated
41892,30,90,Violated
41893,-22,-66,Not-violated
41894,42,126,Not-violated
41895,6,18,Violated
41896,-34,-102,Violated
41897,-66,-198,Violated
41898,34,102,Violated
41899,-63,-189,Not-violated
41900,28,84,Violated
41901,-4,-12,Not-violated
41902,-25,-75,Not-violated
41903,13,39,Not-violated
41904,6,18,Not-violated
41905,-73,-219,Violated
41906,15,45,Not-violated
41907,-44,-132,Violated
41908,48,144,Not-violated
41909,2,6,Not-violated
41910,34,102,Violated
41911,48,144,Not-violated
41912,7,21,Violated
41913,8,24,Not-violated
41914,-20,-60,Violated
41915,55,165,Not-violated
41916,28,84,Violated
41917,-58,-174,Violated
41918,-19,-57,Not-violated
41919,-26,-78,Not-violated
41920,-32,-96,Not-violated
41921,15,45,Not-violated
41922,-43,-129,Violated
41923,-36,-108,Violated
41924,-13,-39,Violated
41925,5,15,Violated
41926,32,96,Not-violated
41927,-32,-96,Violated
41928,-16,-48,Violated
41929,-63,-189,Violated
41930,-85,-255,Violated
41931,36,108,Not-violated
41932,2,6,Violated
41933,11,33,Not-violated
41934,34,102,Not-violated
41935,-6,-18,Not-violated
41936,20,60,Not-violated
41937,15,45,Not-violated
41938,-36,-108,Not-violated
41939,29,87,Not-violated
41940,-34,-102,Not-violated
41941,-20,-60,Violated
41942,61,183,Not-violated
41943,-2,-6,Not-violated
41944,11,33,Violated
41945,-50,-150,Violated
41946,14,42,Not-violated
41947,-18,-54,Violated
41948,-9,-27,Violated
41949,29,87,Not-violated
41950,70,210,Violated
41951,21,63,Violated
41952,-9,-27,Violated
41953,35,105,Not-violated
41954,28,84,Not-violated
41955,-33,-99,Not-violated
41956,-11,-33,Not-violated
41957,51,153,Not-violated
41958,-16,-48,Violated
41959,-13,-39,Not-violated
41960,-25,-75,Violated
41961,-5,-15,Violated
41962,-22,-66,Violated
41963,-51,-153,Not-violated
41964,-5,-15,Violated
41965,-11,-33,Violated
41966,-2,-6,Not-violated
41967,19,57,Not-violated
41968,-17,-51,Violated
41969,-57,-171,Violated
41970,-20,-60,Violated
41971,37,111,Not-violated
41972,-50,-150,Not-violated
41973,-29,-87,Violated
41974,-47,-141,Not-violated
41975,-35,-105,Not-violated
41976,10,30,Violated
41977,-15,-45,Not-violated
41978,13,39,Violated
41979,-14,-42,Violated
41980,-33,-99,Violated
41981,-11,-33,Violated
41982,28,84,Not-violated
41983,-9,-27,Not-violated
41984,-4,-12,Violated
41985,9,27,Not-violated
41986,-11,-33,Violated
41987,4,12,Not-violated
41988,39,117,Not-violated
41989,-60,-180,Violated
41990,24,72,Not-violated
41991,15,45,Violated
41992,1,3,Not-violated
41993,-53,-159,Violated
41994,-27,-81,Violated
41995,4,12,Violated
41996,14,42,Violated
41997,61,183,Not-violated
41998,-48,-144,Violated
41999,41,123,Not-violated
42000,-12,-36,Violated
42001,-33,-99,Not-violated
42002,-16,-48,Not-violated
42003,-33,-99,Violated
42004,31,93,Violated
42005,19,57,Not-violated
42006,0,0,Violated
42007,-11,-33,Not-violated
42008,-61,-183,Not-violated
42009,2,6,Not-violated
42010,58,174,Not-violated
42011,5,15,Violated
42012,-81,-243,Violated
42013,-29,-87,Violated
42014,-19,-57,Not-violated
42015,40,120,Not-violated
42016,13,39,Not-violated
42017,21,63,Not-violated
42018,-46,-138,Violated
42019,-22,-66,Violated
42020,15,45,Violated
42021,-51,-153,Violated
42022,-49,-147,Violated
42023,-29,-87,Violated
42024,-42,-126,Violated
42025,-7,-21,Violated
42026,-139,-417,Not-violated
42027,-39,-117,Not-violated
42028,-56,-168,Violated
42029,16,48,Not-violated
42030,29,87,Not-violated
